読み込み中,-1,-1,1000,名詞,一般,*,*,*,*,読み込み中,ヨミコミチュー,ヨミコミチュー,2/6,C0
行,-1,-1,1000,名詞,接尾,助数詞,*,*,*,行,ギョー,ギョー,1/2,C0
行上,-1,-1,1000,名詞,接尾,助数詞,*,*,*,行上,ギョーウエ,ギョーウエ,1/4,C0
行下,-1,-1,1000,名詞,接尾,助数詞,*,*,*,行下,ギョーシタ,ギョーシタ,1/4,C0
５０音順,-1,-1,1000,名詞,一般,*,*,*,*,５０音順,ゴジューオンジュン,ゴジューオンジュン,0/7,C0,50オンジュン
空行,-1,-1,1000,名詞,一般,*,*,*,*,空行,クーギョー,クーギョー,0/4,C0
行末,-1,-1,1000,名詞,一般,*,*,*,*,行末,ギョーマツ,ギョーマツ,0/4,C0
複数行,-1,-1,1000,名詞,一般,*,*,*,*,複数行,フクスーギョー,フクスーギョー,3/6,C0
現在行,-1,-1,1000,名詞,一般,*,*,*,*,現在行,ゲンザイギョー,ゲンザイギョー,3/6,C0
最上行,-1,-1,1000,名詞,一般,*,*,*,*,最上行,サイジョーギョー,サイジョーギョー,3/6,C0
行操作,-1,-1,1000,名詞,一般,*,*,*,*,行操作,ギョーソーサ,ギョーソーサ,1/5,C0
誤判定,-1,-1,1000,名詞,一般,*,*,*,*,誤判定,ゴハンテイ,ゴハンテイ,2/5,C0
表計算,-1,-1,1000,名詞,一般,*,*,*,*,表計算,ヒョーケイサン,ヒョーケイサン,3/5,C0
空要素,-1,-1,1000,名詞,一般,*,*,*,*,空要素,カラヨーソ,カラヨーソ,3/5,C0
拡張子,-1,-1,1000,名詞,一般,*,*,*,*,拡張子,カクチョーシ,カクチョーシ,3/5,C0
親オブジェクト,-1,-1,1000,名詞,一般,*,*,*,*,親オブジェクト,オヤオブジェクト,オヤオブジェクト,3/7,C0
小文字,-1,-1,1000,名詞,一般,*,*,*,*,小文字,コモジ,コモジ,0/3,C0
ニコ生,-1,-1,1000,名詞,一般,*,*,*,*,ニコ生,ニコナマ,ニコナマ,0/4,C0
スリーマイル島原発,-1,-1,1000,名詞,一般,*,*,*,*,スリーマイル島原発,スリーマイルトーゲンパツ,スリーマイルトーゲンパツ,0/12,C0
孫正義,-1,-1,1000,名詞,一般,*,*,*,*,孫正義,ソンマサヨシ,ソンマサヨシ,4/6,C0,ソン マサヨシ
池田信夫,-1,-1,1000,名詞,一般,*,*,*,*,池田信夫,イケダノブオ,イケダノブオ,0/6,C0
方々,-1,-1,1000,名詞,一般,*,*,*,*,方々,カタガタ,カタガタ,2/4,C0
当分の間,-1,-1,1000,名詞,一般,*,*,*,*,当分の間,トーブンノアイダ,トーブンノアイダ,0/8,C0
中通り,-1,-1,1000,名詞,一般,*,*,*,*,中通り,ナカドーリ,ナカドーリ,3/5,C0
中,-1,-1,5000,名詞,一般,*,*,*,*,中,チュー,チュー,1/2,C0
中の人,-1,-1,1000,名詞,一般,*,*,*,*,中の人,ナカノヒト,ナカノヒト,1/5,C0
中程度,-1,-1,1000,名詞,一般,*,*,*,*,中程度,チューテード,チューテード,3/5,C0
各基,-1,-1,1000,名詞,一般,*,*,*,*,各基,カクキ,カクキ,1/3,C0
高,-1,-1,5000,名詞,一般,*,*,*,*,高,コー,コー,1/2,C0
県立高,-1,-1,1000,名詞,一般,*,*,*,*,県立高,ケンリツコー,ケンリツコー,0/6,C0
業務,-1,-1,1000,名詞,一般,*,*,*,*,業務,ギョーム,ギョーム,1/3,C0
値,-1,-1,1000,名詞,一般,*,*,*,*,値,アタイ,アタイ,0/3,C0
２４時間,-1,-1,1000,名詞,一般,*,*,*,*,２４時間,ニジューヨジカン1/7,ニジューヨジカン1/7,0/11,C0
明朝,-1,-1,1000,名詞,一般,*,*,*,*,明朝,ミンチョー,ミンチョー,1/4,C0
障がい,-1,-1,1000,名詞,一般,*,*,*,*,障がい,ショーガイ,ショーガイ,0/4,C0
蓮舫,-1,-1,1000,名詞,一般,*,*,*,*,蓮舫,レンホー,レンホー,1/4,C0
既読,-1,-1,1000,名詞,一般,*,*,*,*,既読,キドク,キドク,0/3,C0
新家,-1,-1,1000,名詞,一般,*,*,*,*,新家,シンケ,シンケ,1/3,C0
大嘘,-1,-1,1000,名詞,一般,*,*,*,*,大嘘,オーウソ,オーウソ,0/4,C0
１人,-1,-1,1000,名詞,一般,*,*,*,*,１人,ヒトリ,ヒトリ,2/3,C0
一人ひとり,-1,-1,1000,名詞,一般,*,*,*,*,一人ひとり,ヒトリヒトリ,ヒトリヒトリ,0/6,C0
日中,-1,-1,1000,名詞,一般,*,*,*,*,日中,ニッチュー,ニッチュー,3/4,C0
次,-1,-1,5000,名詞,一般,*,*,*,*,次,ツギ,ツギ,2/2,C0
他人事,-1,-1,1000,名詞,一般,*,*,*,*,他人事,タニンゴト,タニンゴト,0/5,C0
セブン―イレブン,-1,-1,1000,名詞,一般,*,*,*,*,セブン―イレブン,セブンイレブン,セブンイレブン,5/7,C0
東国原,-1,-1,1000,名詞,一般,*,*,*,*,東国原,ヒガシコクバル,ヒガシコクバル,5/7,C0
中越,-1,-1,1000,名詞,一般,*,*,*,*,中越,チューエツ,チューエツ,1/4,C0
発災,-1,-1,1000,名詞,一般,*,*,*,*,発災,ハッサイ,ハッサイ,0/4,C0
その上,-1,-1,1000,名詞,一般,*,*,*,*,その上,ソノウエ,ソノウエ,0/4,C0
時期,-1,-1,1000,名詞,一般,*,*,*,*,時期,ジキ,ジキ,1/2,C0
扱い,-1,-1,1000,名詞,一般,*,*,*,*,扱い,アツカイ,アツカイ,0/4,C0
停波,-1,-1,1000,名詞,一般,*,*,*,*,停波,テイハ,テイハ,0/3,C0
建屋,-1,-1,1000,名詞,一般,*,*,*,*,建屋,タテヤ,タテヤ,2/3,C0
なう,-1,-1,1000,名詞,一般,*,*,*,*,なう,ナウ,ナウ,1/2,C0
被り,-1,-1,1000,名詞,一般,*,*,*,*,被り,カブリ,カブリ,0/3,C0
寺田寅彦,-1,-1,1000,名詞,一般,*,*,*,*,寺田寅彦,テラダトラヒコ,テラダトラヒコ,0/7,C0
橋下,-1,-1,1000,名詞,一般,*,*,*,*,橋下,ハシモト,ハシモト,0/4,C0
フレッツ光,-1,-1,1000,名詞,一般,*,*,*,*,フレッツ光,フレッツヒカリ,フレッツヒカリ,2/7,C0
選択行,-1,-1,1000,名詞,一般,*,*,*,*,選択行,センタクギョー,センタクギョー,0/6,C0
ベクレル,-1,-1,1000,名詞,接尾,助数詞,*,*,*,ベクレル,ベクレル,ベクレル,1/4,C0
三毛猫,-1,-1,1000,名詞,一般,*,*,*,*,三毛猫,ミケネコ,ミケネコ,0/4,C0
数多く,-1,-1,1000,名詞,一般,*,*,*,*,数多く,カズオオク,カズオオク,1/5,C0
繁体字,-1,-1,1000,名詞,一般,*,*,*,*,繁体字,ハンタイジ,ハンタイジ,3/5,C0
上矢印,-1,-1,1000,名詞,一般,*,*,*,*,上矢印,ウエヤジルシ,ウエヤジルシ,4/6,C0
下矢印,-1,-1,1000,名詞,一般,*,*,*,*,下矢印,シタヤジルシ,シタヤジルシ,4/6,C0
大見出し,-1,-1,1000,名詞,一般,*,*,*,*,大見出し,オオミダシ,オオミダシ,3/5,C0
前景色,-1,-1,1000,名詞,一般,*,*,*,*,前景色,ゼンケイショク,ゼンケイショク,3/6,C0
八ッ場,-1,-1,1000,名詞,一般,*,*,*,*,八ッ場,ヤンバ,ヤンバ,0/3,C0
梅雨前線,-1,-1,1000,名詞,一般,*,*,*,*,梅雨前線,バイウゼンセン,バイウゼンセン,4/7,C0,バイウ ゼンセン
１都５県,-1,-1,1000,名詞,一般,*,*,*,*,１都５県,イットゴケン,イットゴケン,0/6,C0
１都６県,-1,-1,1000,名詞,一般,*,*,*,*,１都６県,イットロッケン,イットロッケン,0/7,C0
昔々,-1,-1,1000,名詞,一般,*,*,*,*,昔々,ムカシムカシ,ムカシムカシ,0/6,C0,ムカシ ムカシ
材販,-1,-1,1000,名詞,一般,*,*,*,*,材販,ザイハン,ザイハン,0/4,C0
盲ろう者,-1,-1,1000,名詞,一般,*,*,*,*,盲ろう者,モーローシャ,モーローシャ,3/5,C0
えき,-1,-1,1000,名詞,一般,*,*,*,*,えき,エキ,エキ,1/2,C0
はは,-1,-1,1000,名詞,一般,*,*,*,*,はは,ハハ,ハハ,1/2,C0
万国旗,-1,-1,1000,名詞,一般,*,*,*,*,万国旗,バンコクキ,バンコクキ,3/5,C0
多角形,-1,-1,1000,名詞,一般,*,*,*,*,多角形,タカクケイ,タカクケイ,2/5,C0
高脂血症,-1,-1,1000,名詞,一般,*,*,*,*,高脂血症,コーシケツショー,コーシケツショー,0/7,C0
買うた,-1,-1,1000,名詞,一般,*,*,*,*,買うた,コータ,コータ,1/3,C0
縫うた,-1,-1,1000,名詞,一般,*,*,*,*,縫うた,ヌータ,ヌータ,0/3,C0
